cnae,id,descricao,divisao,status,anexos,fatorR,motivo,origem
1092-9/00,1092900,Fabricação de biscoitos e bolachas,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1093-7/01,1093701,Fabricação de produtos derivados do cacau e de chocolates,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1093-7/02,1093702,"Fabricação de frutas cristalizadas, balas e semelhantes",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1094-5/00,1094500,Fabricação de massas alimentícias,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1095-3/00,1095300,"Fabricação de especiarias, molhos, temperos e condimentos",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1096-1/00,1096100,Fabricação de alimentos e pratos prontos,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/01,1099601,Fabricação de vinagres,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/02,1099602,Fabricação de pós-alimentícios,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/03,1099603,Fabricação de fermentos e leveduras,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/04,1099604,Fabricação de gelo comum,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/05,1099605,"Fabricação de produtos para infusão (chá, mate, etc.)",10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/06,1099606,Fabricação de adoçantes naturais e artificiais,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/07,1099607,Fabricação de alimentos dietéticos e complementos alimentares,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1099-6/99,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,10,OPTANTE,II,NAO,Indústria — Anexo II,regra
1111-9/01,1111901,Fabricação de aguardente de cana-de-açúcar,11,VEDADO,,NAO,Industrial com vedação potencial (armas/explosivos/fumo/bebidas em escala) — validar,regra
1111-9/02,1111902,Fabricação de outras aguardentes e bebidas destiladas,11,VEDADO,,NAO,Industrial com vedação potencial (armas/explosivos/fumo/bebidas em escala) — validar,regra
1112-7/00,1112700,Fabricação de vinho,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1113-5/01,1113501,"Fabricação de malte, inclusive malte uísque",11,VEDADO,,NAO,Industrial com vedação potencial (armas/explosivos/fumo/bebidas em escala) — validar,regra
1113-5/02,1113502,Fabricação de cervejas e chopes,11,VEDADO,,NAO,Industrial com vedação potencial (armas/explosivos/fumo/bebidas em escala) — validar,regra
1121-6/00,1121600,Fabricação de águas envasadas,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1122-4/01,1122401,Fabricação de refrigerantes,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1122-4/02,1122402,Fabricação de chá mate e outros chás prontos para consumo,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1122-4/03,1122403,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1122-4/04,1122404,Fabricação de bebidas isotônicas,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1122-4/99,1122499,Fabricação de outras bebidas não alcoólicas não especificadas anteriormente,11,OPTANTE,II,NAO,Indústria — Anexo II,regra
1210-7/00,1210700,Processamento industrial do fumo,12,OPTANTE,II,NAO,Indústria — Anexo II,regra
1220-4/01,1220401,Fabricação de cigarros,12,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
1220-4/02,1220402,Fabricação de cigarrilhas e charutos,12,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
1220-4/03,1220403,Fabricação de filtros para cigarros,12,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
1220-4/99,1220499,"Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",12,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
1311-1/00,1311100,Preparação e fiação de fibras de algodão,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1312-0/00,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1313-8/00,1313800,Fiação de fibras artificiais e sintéticas,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1314-6/00,1314600,Fabricação de linhas para costurar e bordar,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1321-9/00,1321900,Tecelagem de fios de algodão,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1322-7/00,1322700,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1323-5/00,1323500,Tecelagem de fios de fibras artificiais e sintéticas,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1330-8/00,1330800,Fabricação de tecidos de malha,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1340-5/01,1340501,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1340-5/02,1340502,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1340-5/99,1340599,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1351-1/00,1351100,Fabricação de artefatos têxteis para uso doméstico,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1352-9/00,1352900,Fabricação de artefatos de tapeçaria,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1353-7/00,1353700,Fabricação de artefatos de cordoaria,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1354-5/00,1354500,"Fabricação de tecidos especiais, inclusive artefatos",13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1359-6/00,1359600,Fabricação de outros produtos têxteis não especificados anteriormente,13,OPTANTE,II,NAO,Indústria — Anexo II,regra
1411-8/01,1411801,Confecção de roupas íntimas,14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1411-8/02,1411802,Facção de roupas íntimas,14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1412-6/01,1412601,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1412-6/02,1412602,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1412-6/03,1412603,"Facção de peças do vestuário, exceto roupas íntimas",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1413-4/01,1413401,"Confecção de roupas profissionais, exceto sob medida",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1413-4/02,1413402,"Confecção, sob medida, de roupas profissionais",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1413-4/03,1413403,Facção de roupas profissionais,14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1414-2/00,1414200,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1421-5/00,1421500,Fabricação de meias,14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1422-3/00,1422300,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias",14,OPTANTE,II,NAO,Indústria — Anexo II,regra
1510-6/00,1510600,Curtimento e outras preparações de couro,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1521-1/00,1521100,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1529-7/00,1529700,Fabricação de artefatos de couro não especificados anteriormente,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1531-9/01,1531901,Fabricação de calçados de couro,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1531-9/02,1531902,Acabamento de calçados de couro sob contrato,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1532-7/00,1532700,Fabricação de tênis de qualquer material,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1533-5/00,1533500,Fabricação de calçados de material sintético,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1539-4/00,1539400,Fabricação de calçados de materiais não especificados\nanteriormente,15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1540-8/00,1540800,"Fabricação de partes para calçados, de qualquer material",15,OPTANTE,II,NAO,Indústria — Anexo II,regra
1610-2/03,1610203,Serrarias com desdobramento de madeira em bruto,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1610-2/04,1610204,Serrarias sem desdobramento de madeira em bruto - Resseragem,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1610-2/05,1610205,Serviço de tratamento de madeira realizado sob contrato,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1621-8/00,1621800,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1622-6/01,1622601,Fabricação de casas de madeira pré-fabricadas,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1622-6/02,1622602,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1622-6/99,1622699,Fabricação de outros artigos de carpintaria para construção,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1623-4/00,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1629-3/01,1629301,"Fabricação de artefatos diversos de madeira, exceto móveis",16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1629-3/02,1629302,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",16,OPTANTE,II,NAO,Indústria — Anexo II,regra
1710-9/00,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1721-4/00,1721400,Fabricação de papel,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1722-2/00,1722200,Fabricação de cartolina e papel-cartão,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1731-1/00,1731100,Fabricação de embalagens de papel,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1732-0/00,1732000,Fabricação de embalagens de cartolina e papel-cartão,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1733-8/00,1733800,Fabricação de chapas e de embalagens de papelão ondulado,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1741-9/01,1741901,Fabricação de formulários contínuos,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1741-9/02,1741902,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1742-7/01,1742701,Fabricação de fraldas descartáveis,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1742-7/02,1742702,Fabricação de absorventes higiênicos,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1742-7/99,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1749-4/00,1749400,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",17,OPTANTE,II,NAO,Indústria — Anexo II,regra
1811-3/01,1811301,Impressão de jornais,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1811-3/02,1811302,"Impressão de livros, revistas e outras publicações periódicas",18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1812-1/00,1812100,Impressão de material de segurança,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1813-0/01,1813001,Impressão de material para uso publicitário,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1813-0/99,1813099,Impressão de material para outros usos,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1821-1/00,1821100,Serviços de pré-impressão,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1822-9/01,1822901,Serviços de encadernação e plastificação,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1822-9/99,1822999,"Serviços de acabamentos gráficos, exceto encadernação e plastificação",18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1830-0/01,1830001,Reprodução de som em qualquer suporte,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1830-0/02,1830002,Reprodução de vídeo em qualquer suporte,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1830-0/03,1830003,Reprodução de software em qualquer suporte,18,OPTANTE,II,NAO,Indústria — Anexo II,regra
1910-1/00,1910100,Coquerias,19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1921-7/00,1921700,Fabricação de produtos do refino de petróleo,19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1922-5/01,1922501,Formulação de combustíveis,19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1922-5/02,1922502,Rerrefino de óleos lubrificantes,19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1922-5/99,1922599,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1931-4/00,1931400,Fabricação de álcool,19,OPTANTE,II,NAO,Indústria — Anexo II,regra
1932-2/00,1932200,"Fabricação de biocombustíveis, exceto álcool",19,OPTANTE,II,NAO,Indústria — Anexo II,regra
2011-8/00,2011800,Fabricação de cloro e álcalis,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2012-6/00,2012600,Fabricação de intermediários para fertilizantes,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2013-4/01,2013401,Fabricação de adubos e fertilizantes organo-minerais,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2013-4/02,2013402,"Fabricação de adubos e fertilizantes, exceto organo-minerais",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2014-2/00,2014200,Fabricação de gases industriais,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2019-3/01,2019301,Elaboração de combustíveis nucleares,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2019-3/99,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2021-5/00,2021500,Fabricação de produtos petroquímicos básicos,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2022-3/00,2022300,"Fabricação de intermediários para plastificantes, resinas e fibras",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2029-1/00,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2031-2/00,2031200,Fabricação de resinas termoplásticas,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2032-1/00,2032100,Fabricação de resinas termofixas,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2033-9/00,2033900,Fabricação de elastômeros,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2040-1/00,2040100,Fabricação de fibras artificiais e sintéticas,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2051-7/00,2051700,Fabricação de defensivos agrícolas,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2052-5/00,2052500,Fabricação de desinfestantes domissanitários,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2061-4/00,2061400,Fabricação de sabões e detergentes sintéticos,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2062-2/00,2062200,Fabricação de produtos de limpeza e polimento,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2063-1/00,2063100,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2071-1/00,2071100,"Fabricação de tintas, vernizes, esmaltes e lacas",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2072-0/00,2072000,Fabricação de tintas de impressão,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2073-8/00,2073800,"Fabricação de impermeabilizantes, solventes e produtos afins",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2091-6/00,2091600,Fabricação de adesivos e selantes,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2092-4/01,2092401,"Fabricação de pólvoras, explosivos e detonantes",20,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
2092-4/02,2092402,Fabricação de artigos pirotécnicos,20,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
2092-4/03,2092403,Fabricação de fósforos de segurança,20,VEDADO,,NAO,Prefixo com vedação típica art.17 (financeiro/adm.pública/associativo/fumo/explosivos/rádio/TV),regra
2093-2/00,2093200,Fabricação de aditivos de uso industrial,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2094-1/00,2094100,Fabricação de catalisadores,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2099-1/01,2099101,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2099-1/99,2099199,Fabricação de outros produtos químicos não especificados anteriormente,20,OPTANTE,II,NAO,Indústria — Anexo II,regra
2110-6/00,2110600,Fabricação de produtos farmoquímicos,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2121-1/01,2121101,Fabricação de medicamentos alopáticos para uso humano,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2121-1/02,2121102,Fabricação de medicamentos homeopáticos para uso humano,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2121-1/03,2121103,Fabricação de medicamentos fitoterápicos para uso humano,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2122-0/00,2122000,Fabricação de medicamentos para uso veterinário,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2123-8/00,2123800,Fabricação de preparações farmacêuticas,21,OPTANTE,II,NAO,Indústria — Anexo II,regra
2211-1/00,2211100,Fabricação de pneumáticos e de câmaras-de-ar,22,OPTANTE,II,NAO,Indústria — Anexo II,regra
2212-9/00,2212900,Reforma de pneumáticos usados,22,OPTANTE,II,NAO,Indústria — Anexo II,regra
